alinea,alinea1,amendements1Signataire,amendementsMoins10Signataires,amendementsPlus10Signataires,article,book,chapter,code-part,law,lawType,paragraph,section,section1,sentence,text,texteLegislatif,texteLegislatifArticle,title,year
6,,2,0,0,,,,,,,,,,2,La seconde phrase du sixième alinéa,PLFSS pour 2020,ARTICLE 43,,2019
,,2,0,0,L162-16-1,,,,code de la sécurité sociale,code,,,,,L’article L. 162-16-1 du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 43,,2019
1,,2,0,0,,,,,,,,,,,Au premier alinéa,PLFSS pour 2020,ARTICLE 43,,2019
,,2,0,0,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2020,ARTICLE 43,,2019
,,2,0,0,L162-16-4-3,,,,indirect: (relative: 0),code,,,,,l’article L. 162-16-4-3 du présent code,PLFSS pour 2020,ARTICLE 43,,2019
,,2,0,0,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 43,,2019
,,2,0,0,,,,,indirect: (relative: 0),loi,,,,,la présente loi,PLFSS pour 2020,ARTICLE 43,,2019
3,,2,0,0,,,,,,,,,,2,La seconde phrase du troisième alinéa,PLFSS pour 2020,ARTICLE 43,,2019
,,2,0,0,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 43,,2019
,,2,0,0,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2020,ARTICLE 43,,2019
,,2,0,0,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 43,,2019
1,,2,0,0,,,,,,,,,,,au premier alinéa,PLFSS pour 2020,ARTICLE 43,,2019
,,2,0,0,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2020,ARTICLE 43,,2019
,,2,0,0,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2020,ARTICLE 43,,2019
,,2,0,0,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2020,ARTICLE 43,,2019
,,2,0,0,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 43,,2019
1,,2,0,0,,,,,,,,,,,Au premier alinéa,PLFSS pour 2020,ARTICLE 43,,2019
,,2,0,0,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2020,ARTICLE 43,,2019
2,,2,0,0,,,,,,,,,,,Au second alinéa,PLFSS pour 2020,ARTICLE 43,,2019
,,2,0,0,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 43,,2019
1,,2,0,0,,,,,,,,,,,Au premier alinéa,PLFSS pour 2020,ARTICLE 43,,2019
indirect: -1,,2,0,0,,,,,,,,,,1,la première phrase du dernier alinéa,PLFSS pour 2020,ARTICLE 43,,2019
,,2,0,0,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 43,,2019
,,2,0,0,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2020,ARTICLE 43,,2019
,,2,0,0,38,,,,2004-637 du 2004-07-01,ordonnance,,,,,aux articles 38 et 39 de l’ordonnance n° 2004-637 du 1er juillet 2004,PLFSS pour 2020,ARTICLE 43,,2019
,,2,0,0,39,,,,2004-637 du 2004-07-01,ordonnance,,,,,aux articles 38 et 39 de l’ordonnance n° 2004-637 du 1er juillet 2004,PLFSS pour 2020,ARTICLE 43,,2019
,,6,1,5,,,,,code de la sécurité sociale,code,,,,,Le code de la sécurité sociale,PLFSS pour 2020,ARTICLE 44,,2019
3,,6,1,5,,,,,,,,,,,Le troisième alinéa,PLFSS pour 2020,ARTICLE 44,,2019
2,,6,1,5,,,,,,,,,,,Le deuxième alinéa,PLFSS pour 2020,ARTICLE 44,,2019
1,,6,1,5,,,,,,,,,,,Le premier alinéa,PLFSS pour 2020,ARTICLE 44,,2019
,,6,1,5,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2020,ARTICLE 44,,2019
1,,6,1,5,,,,,,,,,,,du premier alinéa,PLFSS pour 2020,ARTICLE 44,,2019
3,,6,1,5,,,,,,,,,,,Le troisième alinéa,PLFSS pour 2020,ARTICLE 44,,2019
4,,6,1,5,,,,,,,,,,,Le quatrième alinéa,PLFSS pour 2020,ARTICLE 44,,2019
,,1,2,2,,,,,code de l’action sociale et des familles,code,,,,,Le code de l’action sociale et des familles,PLFSS pour 2020,ARTICLE 45,,2019
II order: 2,,1,2,2,,,,,,,,,,,Le dernier alinéa du II et l,PLFSS pour 2020,ARTICLE 45,,2019
l order: l,,1,2,2,,,,,,,,,,,Le dernier alinéa du II et l,PLFSS pour 2020,ARTICLE 45,,2019
III order: 3,,1,2,2,,,,,,,,,,,du III,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 45,,2019
1,,1,2,2,,,,,,,,,,,Au premier alinéa,PLFSS pour 2020,ARTICLE 45,,2019
indirect: -1,,1,2,2,,,,,,,,,,,Au dernier alinéa,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 45,,2019
4,,1,2,2,,,,,,,,,,,Au quatrième alinéa,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,,,,,code de la sécurité sociale,code,,,,,Le code de la sécurité sociale,PLFSS pour 2020,ARTICLE 45,,2019
3,,1,2,2,,,,,,,,,,1,la première phrase du troisième alinéa,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,,,,,code du travail,code,,,,,du code du travail,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,,,,,code du travail,code,,,,,du code du travail,PLFSS pour 2020,ARTICLE 45,,2019
2,,1,2,2,,,,,,,,,,,au deuxième alinéa,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,,,,,code de l’action sociale et des familles,code,,,,,du code de l’action sociale et des familles,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,,,,,indirect: (relative: 0),code,,,,,"du présent code, aux articles L. 732-10 à L. 732-12 du code rural et de la pêche maritime",PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,L732-10,,,,code rural et de la pêche maritime,code,,,,,"du présent code, aux articles L. 732-10 à L. 732-12 du code rural et de la pêche maritime",PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,L732-12,,,,code rural et de la pêche maritime,code,,,,,"du présent code, aux articles L. 732-10 à L. 732-12 du code rural et de la pêche maritime",PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,,,,,code des transports,code,,,,,du code des transports,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,,,,,code de l’action sociale et des familles,code,,,,,du code de l’action sociale et des familles,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2020,ARTICLE 45,,2019
c order: c,,1,2,2,,,,,,,,,,,au c,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,,,,,code de l’action sociale et des familles,code,,,,,du code de l’action sociale et des familles,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,,,,,code de l’action sociale et des familles,code,,,,,du code de l’action sociale et des familles,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,,,,,code de la construction et de l’habitation,code,,,,,du code de la construction et de l’habitation,PLFSS pour 2020,ARTICLE 45,,2019
3,,1,2,2,,,,,,,,,,,au troisième alinéa,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 45,,2019
1,,1,2,2,indirect: (relative: 0),,,,,,,,,,au premier alinéa du présent article,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,L133-4-1,,,,,,,,,,l’article L. 133-4-1,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,indirect: (relative: 0),,,,,,,,,,au présent article,PLFSS pour 2020,ARTICLE 45,,2019
1,,1,2,2,,,,,,,,,,,au premier alinéa,PLFSS pour 2020,ARTICLE 45,,2019
1,,1,2,2,indirect: (relative: 0),,,,,,,,,,au premier alinéa du présent article,PLFSS pour 2020,ARTICLE 45,,2019
indirect: 1,,1,2,2,indirect: (relative: 0),,,,,,,,,,aux deux premiers alinéas du présent article,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,,,indirect: (relative: 0),,,,,,,,du présent chapitre,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,,,,,,,,,,1,la première phrase,PLFSS pour 2020,ARTICLE 45,,2019
4,,1,2,2,,,,,,,,,,,Le quatrième alinéa,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,,,,,code du travail,code,,,,,du code du travail,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 45,,2019
1,,1,2,2,,,,,,,,,,2,la seconde phrase du premier alinéa,PLFSS pour 2020,ARTICLE 45,,2019
5,,1,2,2,,,,,,,,,,1,la première phrase du cinquième alinéa,PLFSS pour 2020,ARTICLE 45,,2019
1,,1,2,2,,,,,,,,,,2,la seconde phrase du premier alinéa,PLFSS pour 2020,ARTICLE 45,,2019
3,,1,2,2,,,,,,,,,,2,la seconde phrase du troisième alinéa,PLFSS pour 2020,ARTICLE 45,,2019
1,,1,2,2,,,,,,,,,,,Au premier alinéa,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,,,,,code du travail,code,,,,,du code du travail,PLFSS pour 2020,ARTICLE 45,,2019
I order: 1,,1,2,2,indirect: (relative: 0),,,,,,,,,,Les I et II du présent article,PLFSS pour 2020,ARTICLE 45,,2019
II order: 2,,1,2,2,indirect: (relative: 0),,,,,,,,,,Les I et II du présent article,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2020,ARTICLE 45,,2019
,,1,2,2,1,,,,2019-765 du 2019-07-24,ordonnance,,,,,L’article 1er de l’ordonnance n° 2019-765 du 24 juillet 2019,PLFSS pour 2020,ARTICLE 45,,2019
4,,1,2,2,,,,,,,,,,,du quatrième alinéa,PLFSS pour 2020,ARTICLE 45,,2019
2,,1,2,2,,,,,,,,,,,Au second alinéa,PLFSS pour 2020,ARTICLE 45,,2019
4° order: 4,b order: b,1,2,2,,,,,,,,,,,"du b du 4°, du c du 5° et du b du 6°",PLFSS pour 2020,ARTICLE 45,,2019
5° order: 5,c order: c,1,2,2,,,,,,,,,,,"du b du 4°, du c du 5° et du b du 6°",PLFSS pour 2020,ARTICLE 45,,2019
6° order: 6,b order: b,1,2,2,,,,,,,,,,,"du b du 4°, du c du 5° et du b du 6°",PLFSS pour 2020,ARTICLE 45,,2019
,,2,6,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,,,,,,,au présent titre,PLFSS pour 2020,ARTICLE 46,indirect: (relative: 0),2019
11,,2,6,2,,,,,,,,,,,au onzième alinéa,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 46,,2019
1,,2,6,2,indirect: (relative: 0),,,,,,,,,,au premier alinéa du présent article,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,,,,,,,du présent titre,PLFSS pour 2020,ARTICLE 46,indirect: (relative: 0),2019
1,,2,6,2,,,,,,,,,,,au premier alinéa,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 46,,2019
c order: c,,2,6,2,,,,,,,,,,,au c,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 46,,2019
a order: a,,2,6,2,,,,,,,,,,,aux a et b,PLFSS pour 2020,ARTICLE 46,,2019
b order: b,,2,6,2,,,,,,,,,,,aux a et b,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 46,,2019
1,,2,6,2,L491-1,,,,,,,,,,au premier alinéa de l’article L. 491-1,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2020,ARTICLE 46,,2019
2,,2,6,2,indirect: (relative: 0),,,,,,,,,,au deuxième alinéa du présent article,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 46,,2019
11,,2,6,2,indirect: (relative: 0),,,,,,,,,,au onzième alinéa du même article,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,indirect: (relative: 0),,,,,,,,,,du même article,PLFSS pour 2020,ARTICLE 46,,2019
indirect: -1,,2,6,2,,,,,,,,,,,au dernier alinéa,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,code rural et de la pêche maritime,code,,,,,Le code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,,,,,,1,la première phrase,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,L253-8-1,,,,indirect: (relative: 0),code,,,,,l’article L. 253-8-1 du présent code,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 46,,2019
11,,2,6,2,indirect: (relative: 0),,,,,,,,,,au onzième alinéa du même article,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,indirect: (relative: 0),,,,,,,,,,du même article,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 46,,2019
1,,2,6,2,indirect: (relative: 0),,,,,,,,,,au premier alinéa du présent article,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,indirect: (relative: 0),,,,,,,,,,Le présent article,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,L723-13-3,,,,code rural et de la pêche maritime,code,,,,,l’article L. 723-13-3 du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 46,,2019
,,2,6,2,indirect: (relative: 0),,,,,,,,,,au présent article,PLFSS pour 2020,ARTICLE 46,,2019
,,1,0,1,,,,,code civil,code,,,,,Le code civil,PLFSS pour 2020,ARTICLE 48,,2019
1,,1,0,1,,,,,,,,,,,du premier alinéa,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,code de procédure civile,code,,,,,le code de procédure civile,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,373-2-6,,,,,,,,,,L’article 373-2-6,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,,,,,,2,la deuxième phrase,PLFSS pour 2020,ARTICLE 48,,2019
I order: 1,1° order: 1,1,0,1,373-2-2,,,,,,,,,,aux 1° et 2° du I de l’article 373-2-2,PLFSS pour 2020,ARTICLE 48,,2019
I order: 1,2° order: 2,1,0,1,373-2-2,,,,,,,,,,aux 1° et 2° du I de l’article 373-2-2,PLFSS pour 2020,ARTICLE 48,,2019
indirect: -1,,1,0,1,,,,,,,,,,,Au dernier alinéa,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,code de la construction et de l’habitation,code,,,,,du code de la construction et de l’habitation,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 48,,2019
3,,1,0,1,L553-2,,,,indirect: (relative: 0),code,,,,,au troisième alinéa de l’article L. 553-2 du même code,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,code pénal,code,,,,,Le code pénal,PLFSS pour 2020,ARTICLE 48,,2019
1,,1,0,1,,,,,,,,,,,Au premier alinéa,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,code des procédures civiles d’exécution,code,,,,,Le code des procédures civiles d’exécution,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,373-2-2,,,,code civil,code,,,,,l’article 373-2-2 du code civil,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,code civil,code,,,,,du code civil,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 48,,2019
indirect: -1,,1,0,1,,,,,,,,,,,Le dernier alinéa,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,code de la sécurité sociale,code,,,,,Le code de la sécurité sociale,PLFSS pour 2020,ARTICLE 48,,2019
2,,1,0,1,,,,,,,,,,,Au deuxième alinéa,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,L581-1,,,,,,,,,,aux articles L. 581-1 et L. 581-3,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,L581-3,,,,,,,,,,aux articles L. 581-1 et L. 581-3,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,code civil,code,,,,,du code civil,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,code civil,code,,,,,du code civil,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,code civil,code,,,,,du code civil,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,indirect: (relative: 0),,,,,,,,,,au même article,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,code civil,code,,,,,du code civil,PLFSS pour 2020,ARTICLE 48,,2019
1,,1,0,1,,,,,,,,,,,au premier alinéa,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,code civil,code,,,,,du code civil,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,code civil,code,,,,,du code civil,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,code des procédures civiles d’exécution,code,,,,,du code des procédures civiles d’exécution,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,livre des procédures fiscales,code,,,,,du livre des procédures fiscales,PLFSS pour 2020,ARTICLE 48,,2019
1,,1,0,1,,,,,,,,,,,Le premier alinéa,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,,,,,,2,La deuxième phrase,PLFSS pour 2020,ARTICLE 48,,2019
3,,1,0,1,,,,,,,,,,,au troisième alinéa,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,,,,,,indirect: -1,la dernière phrase,PLFSS pour 2020,ARTICLE 48,,2019
3,,1,0,1,,,,,,,,,,,au troisième alinéa,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,livre des procédures fiscales,code,,,,,Le livre des procédures fiscales,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 48,,2019
9,,1,0,1,,,,,,,,,,,Au neuvième alinéa,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,code général des impôts,code,,,,,du code général des impôts,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,code civil,code,,,,,du code civil,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,code civil,code,,,,,du code civil,PLFSS pour 2020,ARTICLE 48,,2019
3,,1,0,1,,,,,,,,,,,le troisième alinéa,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,indirect: (relative: 0),loi,,,,,la présente loi,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,indirect: (relative: 0),,,,,,,,,,Le présent article,PLFSS pour 2020,ARTICLE 48,,2019
I order: 1,,1,0,1,,,,,,,,,,,Le I,PLFSS pour 2020,ARTICLE 48,,2019
II order: 2,,1,0,1,373-2-2,,,,code civil,code,,,,,du II de l’article 373-2-2 du code civil,PLFSS pour 2020,ARTICLE 48,,2019
,,1,0,1,,,,,code pénal,code,,,,,du code pénal,PLFSS pour 2020,ARTICLE 48,,2019
,,8,5,8,,,,,code de l’action sociale et des familles,code,,,,,Le code de l’action sociale et des familles,PLFSS pour 2020,ARTICLE 49,,2019
indirect: 1,,8,5,8,,,,,,,,,,,aux deux premiers alinéas,PLFSS pour 2020,ARTICLE 49,,2019
,,8,5,8,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2020,ARTICLE 49,,2019
5,,8,5,8,,,,,,,,,,1,La première phrase du cinquième alinéa,PLFSS pour 2020,ARTICLE 49,,2019
indirect: -1,,8,5,8,,,,,,,,,,,le dernier alinéa,PLFSS pour 2020,ARTICLE 49,,2019
,,8,5,8,indirect: (relative: 0),,,,,,,,,,Le présent article,PLFSS pour 2020,ARTICLE 49,,2019
2,,1,0,0,,,,,,,,,,2,la seconde phrase du deuxième alinéa,PLFSS pour 2020,ARTICLE 50,,2019
,,1,0,0,,,,,code du travail,code,,,,,du code du travail,PLFSS pour 2020,ARTICLE 50,,2019
3,,1,0,0,,,,,,,,,,,au troisième alinéa,PLFSS pour 2020,ARTICLE 50,,2019
,,1,0,0,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 50,,2019
2,,1,0,0,indirect: (relative: 0),,,,,,,,,,au deuxième alinéa du présent article,PLFSS pour 2020,ARTICLE 50,,2019
,,1,0,0,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 50,,2019
,,1,0,0,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2020,ARTICLE 50,,2019
,,11,4,26,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 52,,2019
,,11,4,26,indirect: (relative: 0),,,,,,,,,,du même article,PLFSS pour 2020,ARTICLE 52,,2019
,,11,4,26,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2020,ARTICLE 52,,2019
indirect: 1,,11,4,26,,,,,,,,,,,aux quatre premiers alinéas,PLFSS pour 2020,ARTICLE 52,,2019
,,11,4,26,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 52,,2019
,,11,4,26,,,,,code rural et de la pêche maritime,code,,,,,du code rural et de la pêche maritime,PLFSS pour 2020,ARTICLE 52,,2019
,,11,4,26,,,,,code des pensions civiles et militaires de retraite,code,,,,,du code des pensions civiles et militaires de retraite,PLFSS pour 2020,ARTICLE 52,,2019
,,11,4,26,indirect: (relative: 0),,,,,,,,,,au même article,PLFSS pour 2020,ARTICLE 52,,2019
2,,11,4,26,,,,,,,,,,,au deuxième alinéa,PLFSS pour 2020,ARTICLE 52,,2019
,,11,4,26,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 52,,2019
,,11,4,26,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2020,ARTICLE 52,,2019
,,11,4,26,,,,,2004-605 du 2004-06-24,ordonnance,,,,,l’ordonnance n° 2004-605 du 24 juin 2004,PLFSS pour 2020,ARTICLE 52,,2019
,,11,4,26,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2020,ARTICLE 52,,2019
