alinea,alinea1,alinea2,article,auteur,auteurType,book,chapter,code-part,etat,groupePolitique,law,lawType,paragraph,section,section1,sentence,sort,text,texteLegislatifUid,title,uid,year
,,,,Anthoine Emmanuelle,Député,,,,,LR,code rural et de la pêche maritime,code,,,,,Rejeté,du code rural et de la pêche maritime,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000625,2020
,,,575,Anthoine Emmanuelle,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000625,2020
,,,575 A,Anthoine Emmanuelle,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000625,2020
III order: 3,4° order: 4,,8,Vatin Pierre,Député,,,,,LR,,,,,,,Rejeté,Le 4° du III de l’article 8,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000627,2020
,,,575,Vatin Pierre,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000627,2020
,,,575 A,Vatin Pierre,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000627,2020
,,,,Anthoine Emmanuelle,Député,,,,,LR,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000628,2020
,,,indirect: (relative: 0),Anthoine Emmanuelle,Député,,,,,LR,,,,,,,Non soutenu,au présent article,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000628,2020
,,,,Anthoine Emmanuelle,Député,,,,,LR,indirect: (relative: 0),code,,,,,Non soutenu,du présent code,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000628,2020
,,,,Anthoine Emmanuelle,Député,,,,,LR,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000629,2020
,,,,Vatin Pierre,Député,,,,,LR,code rural et de la pêche maritime,code,,,,,Rejeté,Le code rural et de la pêche maritime,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000630,2020
2,,,,Vatin Pierre,Député,,,,,LR,,,,,,,Rejeté,Le second alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000630,2020
,,,,Vatin Pierre,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000630,2020
,,,,Vatin Pierre,Député,,,,,LR,indirect: (relative: 0),code,,,,,Rejeté,du présent code,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000630,2020
2,,,,Vatin Pierre,Député,,,,,LR,,,,,,,Rejeté,Le deuxième alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000630,2020
,,,,Vatin Pierre,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000630,2020
,,,,Vatin Pierre,Député,,,,,LR,indirect: (relative: 0),code,,,,,Rejeté,du présent code,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000630,2020
I order: 1,,,,Vatin Pierre,Député,,,,,LR,,,,,,,Rejeté,du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000630,2020
,,,575,Vatin Pierre,Député,,,,,LR,,,,,,,Rejeté,aux articles 575 et 575,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000630,2020
,,,575,Vatin Pierre,Député,,,,,LR,,,,,,,Rejeté,aux articles 575 et 575,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000630,2020
,,,,Vatin Pierre,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000630,2020
,,,,Vatin Pierre,Député,,,,,LR,code rural et de la pêche maritime,code,,,,,Non soutenu,du code rural et de la pêche maritime,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000631,2020
I order: 1,,,,Vatin Pierre,Député,,,,,LR,,,,,,,Non soutenu,au I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000631,2020
,,,indirect: (relative: 0),Vatin Pierre,Député,,,,,LR,,,,,,,Non soutenu,du présent article,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000631,2020
,,,575,Vatin Pierre,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000631,2020
,,,575 A,Vatin Pierre,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000631,2020
5,,,,Pauget Éric,Député,,,,,LR,,,,,,,Rejeté,au cinquième alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000632,2020
,,,,Pauget Éric,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000632,2020
,,,,Dalloz Marie-Christine,Député,,,,,LR,code rural et de la pêche maritime,code,,,,,Rejeté,du code rural et de la pêche maritime,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000634,2020
I order: 1,,,,Dalloz Marie-Christine,Député,,,,,LR,,,,,,,Rejeté,au I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000634,2020
,,,indirect: (relative: 0),Dalloz Marie-Christine,Député,,,,,LR,,,,,,,Rejeté,du présent article,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000634,2020
,,,575,Dalloz Marie-Christine,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000634,2020
,,,575 A,Dalloz Marie-Christine,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000634,2020
3° order: 3,,,,Lorion David,Député,,,,,LR,,,,,,,Rejeté,le 3°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000635,2020
III order: 3,,,,Lorion David,Député,,,,,LR,,,,,,,Rejeté,du III,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000635,2020
3° order: 3,,,,Lorion David,Député,,,,,LR,,,,,,,Rejeté,du 3°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000635,2020
,,,575,Lorion David,Député,,,,,LR,,,,,,,Rejeté,aux articles 575 et 575 A,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000635,2020
,,,575 A,Lorion David,Député,,,,,LR,,,,,,,Rejeté,aux articles 575 et 575 A,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000635,2020
,,,,Anthoine Emmanuelle,Député,,,,,LR,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000636,2020
I order: 1,,,,Anthoine Emmanuelle,Député,,,,,LR,,,,,,,Non soutenu,au I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000636,2020
,,,,Anthoine Emmanuelle,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000636,2020
I order: 1,,,,Anthoine Emmanuelle,Député,,,,,LR,,,,,,,Non soutenu,au I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000636,2020
2,,,,Anthoine Emmanuelle,Député,,,,,LR,,,,,,,Non soutenu,le second alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000636,2020
I order: 1,,,,Anthoine Emmanuelle,Député,,,,,LR,,,,,,,Non soutenu,du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000636,2020
,,,,Anthoine Emmanuelle,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000636,2020
I order: 1,,,,Anthoine Emmanuelle,Député,,,,,LR,,,,,,,Non soutenu,aux I et II,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000636,2020
II order: 2,,,,Anthoine Emmanuelle,Député,,,,,LR,,,,,,,Non soutenu,aux I et II,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000636,2020
,,,,Anthoine Emmanuelle,Député,,,,,LR,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000636,2020
,,,,Anthoine Emmanuelle,Député,,,,,LR,code rural,code,,,,,Non soutenu,du code rural,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000636,2020
I order: 1,,,,Anthoine Emmanuelle,Député,,,,,LR,,,,,,,Non soutenu,aux I et II,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000636,2020
II order: 2,,,,Anthoine Emmanuelle,Député,,,,,LR,,,,,,,Non soutenu,aux I et II,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000636,2020
V order: 5,,,,Anthoine Emmanuelle,Député,,,,,LR,,,,,,,Non soutenu,au V,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000636,2020
,,,,Anthoine Emmanuelle,Député,,,,,LR,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000636,2020
I order: 1,,,,Anthoine Emmanuelle,Député,,,,,LR,,,,,,,Non soutenu,au I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000636,2020
,,,87,Anthoine Emmanuelle,Député,,,,,LR,,,,,,,Non soutenu,des articles 87 et 88,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000636,2020
,,,88,Anthoine Emmanuelle,Député,,,,,LR,,,,,,,Non soutenu,des articles 87 et 88,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000636,2020
,,,575,Anthoine Emmanuelle,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000636,2020
,,,575 A,Anthoine Emmanuelle,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000636,2020
,,,,Vatin Pierre,Député,,,,,LR,code de la santé publique,code,,,,,Rejeté,du code de la santé publique,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000638,2020
2° order: 2,,,,Vatin Pierre,Député,,,,,LR,,,,,,,Rejeté,au 2°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000638,2020
,,,,Vatin Pierre,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000638,2020
,,,indirect: (relative: 0),Vatin Pierre,Député,,,,,LR,,,,,,,Rejeté,du présent article,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000638,2020
,,,,Bazin-Malgras Valérie,Député,,,,,LR,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000639,2020
,,,575,Bazin-Malgras Valérie,Député,,,,,LR,,,,,,,Non soutenu,aux articles 575 et 575,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000639,2020
,,,575,Bazin-Malgras Valérie,Député,,,,,LR,,,,,,,Non soutenu,aux articles 575 et 575,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000639,2020
,,,,Bazin-Malgras Valérie,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000639,2020
,,,,Vatin Pierre,Député,,,,,LR,code de la santé publique,code,,,,,Rejeté,du code de la santé publique,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000641,2020
,,,indirect: (relative: 0),Vatin Pierre,Député,,,,,LR,,,,,,,Rejeté,du présent article,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000641,2020
I order: 1,,,,Vatin Pierre,Député,,,,,LR,,,,,,,Rejeté,Le I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000641,2020
,,,,Bazin-Malgras Valérie,Député,,,,,LR,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000642,2020
3,,,,Bazin-Malgras Valérie,Député,,,,,LR,,,,,,,Non soutenu,le troisième alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000642,2020
,,,,Bazin-Malgras Valérie,Député,,,,,LR,code rural et de la pêche maritime,code,,,,,Non soutenu,du code rural et de la pêche maritime,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000642,2020
1,,,,Bazin-Malgras Valérie,Député,,,,,LR,,,,,,,Non soutenu,au premier alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000642,2020
6,,,,Bazin-Malgras Valérie,Député,,,,,LR,,,,,,,Non soutenu,Au sixième alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000642,2020
,,,,Bazin-Malgras Valérie,Député,,,,,LR,code rural et de la pêche maritime,code,,,,,Non soutenu,du code rural et de la pêche maritime,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000642,2020
,,,575,Bazin-Malgras Valérie,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000642,2020
,,,575 A,Bazin-Malgras Valérie,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000642,2020
,,,,Bazin-Malgras Valérie,Député,,,,,LR,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000643,2020
,,,indirect: (relative: 0),Bazin-Malgras Valérie,Député,,,,,LR,,,,,,,Non soutenu,au présent article,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000643,2020
,,,,Bazin-Malgras Valérie,Député,,,,,LR,indirect: (relative: 0),code,,,,,Non soutenu,du présent code,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000643,2020
,,,,Bazin-Malgras Valérie,Député,,,,,LR,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000644,2020
20° order: 20,,,,Vatin Pierre,Député,,,,,LR,,,,,,,Rejeté,le 20°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000645,2020
,,,,Vatin Pierre,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000645,2020
,,,,Vatin Pierre,Député,,,,,LR,code de la santé publique,code,,,,,Rejeté,du code de la santé publique,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000645,2020
,,,,Vatin Pierre,Député,,,,,LR,indirect: (relative: 0),loi,,,,,Rejeté,la présente loi,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000645,2020
,,,,Vatin Pierre,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000645,2020
1° order: 1,,,,Vatin Pierre,Député,,,,,LR,,,,,,,Rejeté,au 1°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000645,2020
1° order: 1,,,,Vatin Pierre,Député,,,,,LR,,,,,,,Rejeté,au 1°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000645,2020
,,,,Vatin Pierre,Député,,,,,LR,code de la santé publique,code,,,,,Rejeté,du code de la santé publique,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000645,2020
,,,,Vatin Pierre,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000645,2020
,,,,Vatin Pierre,Député,,,,,LR,code de la santé publique,code,,,,,Rejeté,du code de la santé publique,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000646,2020
I order: 1,,,indirect: (relative: 0),Vatin Pierre,Député,,,,,LR,,,,,,,Rejeté,aux I à III du présent article,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000654,2020
III order: 3,,,indirect: (relative: 0),Vatin Pierre,Député,,,,,LR,,,,,,,Rejeté,aux I à III du présent article,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000654,2020
,,,575,Vatin Pierre,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000654,2020
,,,575 A,Vatin Pierre,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000654,2020
,,,575,Vatin Pierre,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000654,2020
,,,575 A,Vatin Pierre,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000654,2020
1° order: 1,,,,Lorion David,Député,,,,,LR,,,,,,,Adopté,du 1°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000656,2020
III order: 3,,,,Lorion David,Député,,,,,LR,,,,,,,Adopté,du III,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000656,2020
,,,,Lorion David,Député,,,,,LR,code de la sécurité sociale,code,,,,,Adopté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000656,2020
,,,575,Lorion David,Député,,,,,LR,code général des impôts,code,,,,,Adopté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000656,2020
,,,575 A,Lorion David,Député,,,,,LR,code général des impôts,code,,,,,Adopté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000656,2020
,,,,Naillet Philippe,Député,,,,,SOC,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000657,2020
I order: 1,4,,,Pauget Éric,Député,,,,,LR,,,,,,1,Rejeté,la première phrase du quatrième alinéa du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000658,2020
,,,,Pauget Éric,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000658,2020
,,,575,Pauget Éric,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000658,2020
,,,575 A,Pauget Éric,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000658,2020
I order: 1,,,indirect: (relative: 0),Pauget Éric,Député,,,,,LR,,,,,,,Rejeté,du I du présent article,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000659,2020
I order: 1,,,,Pauget Éric,Député,,,,,LR,,,,,,,Rejeté,au I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000659,2020
,,,indirect: (relative: 0),Pauget Éric,Député,,,,,LR,,,,,,,Rejeté,du présent article,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000659,2020
,,,,Pauget Éric,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000659,2020
,,,,Maillard Sylvain,Député,,,,,LaREM,code du travail,code,,,,,Rejeté,du code du travail,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000661,2020
,,,575,Maillard Sylvain,Député,,,,,LaREM,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000661,2020
,,,575 A,Maillard Sylvain,Député,,,,,LaREM,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000661,2020
,,,,Pauget Éric,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000663,2020
II order: 2,,,,Pauget Éric,Député,,,,,LR,,,,,,,Rejeté,au II,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000663,2020
I order: 1,,,,Pauget Éric,Député,,,,,LR,,,,,,,Rejeté,au I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000663,2020
,,,,Pauget Éric,Député,,,,,LR,code du travail,code,,,,,Rejeté,du code du travail,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000663,2020
,,,,Pauget Éric,Député,,,,,LR,indirect: (relative: 0),code,,,,,Rejeté,du même code,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000663,2020
,,,,Pauget Éric,Député,,,,,LR,indirect: (relative: 0),code,,,,,Rejeté,du présent code,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000663,2020
,,,,Pauget Éric,Député,,,,,LR,code rural et de la pêche maritime,code,,,,,Rejeté,du code rural et de la pêche maritime,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000663,2020
,,,,Pauget Éric,Député,,,,,LR,code du travail,code,,,,,Rejeté,du code du travail,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000663,2020
,,,,Pauget Éric,Député,,,,,LR,indirect: (relative: 0),code,,,,,Rejeté,du même code,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000663,2020
,,,indirect: (relative: 0),Pauget Éric,Député,,,,,LR,,,,,,,Rejeté,du présent article,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000663,2020
,,,,Pauget Éric,Député,,,,,LR,indirect: (relative: 0),code,,,,,Rejeté,du présent code,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000663,2020
,,,,Pauget Éric,Député,,,,,LR,code rural et de la pêche maritime,code,,,,,Rejeté,du code rural et de la pêche maritime,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000663,2020
,,,indirect: (relative: 0),Pauget Éric,Député,,,,,LR,,,,,,,Rejeté,du présent article,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000663,2020
I order: 1,,,,Pauget Éric,Député,,,,,LR,,,,,,,Rejeté,du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000663,2020
,,,,Pauget Éric,Député,,,,,LR,code du travail,code,,,,,Rejeté,du code du travail,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000663,2020
,,,,Pauget Éric,Député,,,,,LR,indirect: (relative: 0),code,,,,,Rejeté,du même code,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000663,2020
,,,indirect: (relative: 0),Pauget Éric,Député,,,,,LR,,,,,,,Rejeté,du présent article,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000663,2020
,,,,Pauget Éric,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000663,2020
,,,,Brenier Marine,Député,,,,,LR,indirect: (relative: 0),loi,,,,,Rejeté,la présente loi,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000667,2020
,,,,Firmin Le Bodo Agnès,Député,,,,,Agir ens,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000671,2020
,,,,Pauget Éric,Député,,,,,LR,indirect: (relative: 0),loi,,,,,Rejeté,la présente loi,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000673,2020
,,,,Perrut Bernard,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000685,2020
a order: a,,,,Perrut Bernard,Député,,,,,LR,,,,,,,Rejeté,"aux a, b et c",PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000685,2020
b order: b,,,,Perrut Bernard,Député,,,,,LR,,,,,,,Rejeté,"aux a, b et c",PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000685,2020
c order: c,,,,Perrut Bernard,Député,,,,,LR,,,,,,,Rejeté,"aux a, b et c",PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000685,2020
d order: d,,,indirect: (relative: 0),Perrut Bernard,Député,,,,,LR,,,,,,,Rejeté,au d du même article,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000685,2020
II order: 2,,,,Perrut Bernard,Député,,,,,LR,,,,,,,Rejeté,au II,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000687,2020
,,,,Perrut Bernard,Député,,,,,LR,indirect: (relative: 0),loi,,,,,Rejeté,la présente loi,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000687,2020
I order: 1,,,indirect: (relative: 0),Perrut Bernard,Député,,,,,LR,,,,,,,Rejeté,au I du présent article,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000687,2020
,,,indirect: (relative: 0),Perrut Bernard,Député,,,,,LR,,,,,,,Rejeté,du présent article,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000691,2020
VI order: 6,,,,Perrut Bernard,Député,,,,,LR,,,,,,,Rejeté,Le VI,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000694,2020
5° order: 5,,,,Perrut Bernard,Député,,,,,LR,,,,,,,Rejeté,Le 5°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000694,2020
I order: 1,,,,Perrut Bernard,Député,,,,,LR,,,,,,,Rejeté,du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000694,2020
III order: 3,,,indirect: (relative: 0),Perrut Bernard,Député,,,,,LR,,,,,,,Rejeté,"les III, IV et V du présent article",PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000694,2020
IV order: 4,,,indirect: (relative: 0),Perrut Bernard,Député,,,,,LR,,,,,,,Rejeté,"les III, IV et V du présent article",PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000694,2020
